cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto,is_attack
327,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.2672612419124244,0.0,0.055131784641997,0.3080086243622248,0
45,19,1,52,0.0526315789473684,2.736842105263158,52.0,19.0,60761,80,17,19,52,1,1.0,1.0,1.0,0.9640541410352405,1
49,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,52058,80,6,11,74,1,-0.8017837257372732,1.466033332275663,-0.8545426619509555,-1.1220314173195336,0
256,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.0,1.466033332275663,0.055131784641997,0.8800246410349282,0
28,44,4,216,0.0909090909090909,4.909090909090909,54.0,11.0,80,22178,6,44,216,4,-1.0,-1.0,-1.0,0.6530689342496789,1
97,10,1,74,0.1,7.4,74.0,10.0,39104,80,6,10,74,1,1.4307712345817534,0.7159109398550215,-0.9084453813633688,-1.2302954256525345,0
75,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-1.2106525831076371,0.3340917719323433,-0.9084453813633688,-0.8741572761215376,0
110,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,1.7715946167319203,-0.5849616182167253,0.4428610481746107,1.7816579452322394,0
44,29,2,104,0.0689655172413793,3.586206896551724,52.0,14.5,903,80,17,29,104,2,1.0,1.0,1.0,0.9640541410352405,1
282,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,45782,80,6,11,74,1,1.4307712345817534,0.7159109398550215,2.172369390216752,-0.5180191265905407,0
205,13,1,46,0.0769230769230769,3.5384615384615383,46.0,13.0,18,0,1,13,46,1,1.0,1.0,1.0,-1.0573497030709091,1
285,11,1,54,0.0909090909090909,4.909090909090909,54.0,11.0,80,45782,6,11,54,1,1.7715946167319203,-0.3386619894938936,0.4428610481746107,-0.1918708556403951,0
133,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
313,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.138089935299395,1.466033332275663,3.693829571013808,2.310064682716687,0
70,10,1,64,0.1,6.4,64.0,10.0,22178,80,6,10,64,1,1.0,1.0,1.0,0.8085615376424597,1
223,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.0,1.466033332275663,0.055131784641997,0.8800246410349282,0
44,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2568050933864685,-1.1931848997583692,0.1184928758300046,0.1942571724714529,0
8,64,7,448,0.109375,7.0,64.0,9.142857142857142,34725,80,6,64,448,7,1.0,1.0,1.0,0.8085615376424597,1
349,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.7715946167319203,1.1391357828430966,0.4428610481746107,1.7816579452322394,0
95,17,1,54,0.0588235294117647,3.176470588235294,54.0,17.0,13,0,1,17,54,1,1.0,1.0,1.0,1.0,1
137,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.2672612419124244,1.466033332275663,0.9648062312349496,0.3080086243622248,0
90,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.5511238134019005,-0.898669162696764,-0.8164965809277259,2.6832815729997477,0
152,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
134,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
5,16,1,54,0.0625,3.375,54.0,16.0,13,0,1,16,54,1,1.0,1.0,1.0,1.0,1
322,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2672612419124244,-0.2443388887126104,0.055131784641997,1.1660326493712798,0
109,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.6350999569416318,2.1243342977344235,0.4428610481746107,-0.1918708556403951,0
39,37,3,156,0.081081081081081,4.216216216216216,52.0,12.333333333333334,45614,80,17,37,156,3,1.0,1.0,1.0,0.9640541410352405,1
241,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.9171610478088162,-0.811365731835691,0.1184928758300046,-0.5180191265905407,0
12,58,6,312,0.1034482758620689,5.379310344827586,52.0,9.666666666666666,34315,80,17,58,312,6,1.0,1.0,1.0,0.9640541410352405,1
390,10,1,74,0.1,7.4,74.0,10.0,34700,80,6,10,74,1,2.138089935299395,1.466033332275663,3.693829571013808,-0.5500154006468303,0
387,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.7715946167319203,1.1391357828430966,0.4428610481746107,1.7816579452322394,0
257,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.6350999569416318,2.1243342977344235,0.4428610481746107,-0.1918708556403951,0
120,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.7715946167319203,-0.831261246939557,-0.8365153132187088,1.7816579452322394,0
28,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.629498083826443,2.5068139801541314,-0.8164965809277259,-0.6708203932499369,0
93,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.629498083826443,2.5068139801541314,-0.8164965809277259,-0.6708203932499369,0
249,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.6350999569416318,1.1391357828430966,-0.8365153132187088,-0.1918708556403951,0
13,58,6,384,0.1034482758620689,6.620689655172414,64.0,9.666666666666666,48831,80,6,58,384,6,1.0,1.0,1.0,0.8085615376424597,1
18,58,6,312,0.1034482758620689,5.379310344827586,52.0,9.666666666666666,46815,80,17,58,312,6,1.0,1.0,1.0,0.9640541410352405,1
165,18,1,46,0.0555555555555555,2.5555555555555554,46.0,18.0,18,0,1,18,46,1,1.0,1.0,1.0,1.0,1
363,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,0.3340917719323433,0.1184928758300046,1.2626716210644435,0
121,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.2672612419124244,-1.466033332275663,-0.8545426619509555,0.5940166326985765,0
22,51,5,320,0.0980392156862745,6.2745098039215685,64.0,10.2,45007,80,6,51,320,5,1.0,1.0,1.0,0.8085615376424597,1
339,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.2672612419124244,0.0,0.055131784641997,0.3080086243622248,0
36,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.7715946167319203,-0.0923623607710618,1.7222374095679305,1.7816579452322394,0
411,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.4307712345817534,0.3340917719323433,1.1454311330233782,1.2626716210644435,0
142,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.138089935299395,0.0,0.055131784641997,2.310064682716687,0
323,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.0366864419123526,1.4795492757003776,0.1184928758300046,0.5503953220024499,0
116,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.3644462590574144,-0.1418951309521206,-0.8164965809277259,-0.3354101966249684,0
197,12,1,54,0.0833333333333333,4.5,54.0,12.0,13,0,1,12,54,1,1.0,1.0,1.0,1.0,1
96,17,1,54,0.0588235294117647,3.176470588235294,54.0,17.0,14,0,1,17,54,1,-1.0,-1.0,-1.0,-1.0,1
358,10,1,54,0.1,5.4,54.0,10.0,80,52130,6,10,54,1,1.7715946167319203,-0.831261246939557,-0.8365153132187088,-0.1918708556403951,0
6,16,1,54,0.0625,3.375,54.0,16.0,14,0,1,16,54,1,-1.0,-1.0,-1.0,-1.0,1
214,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,2.5511238134019005,-0.5202821468244423,0.2041241452319314,2.6832815729997477,0
412,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.0,1.466033332275663,0.9648062312349496,0.3080086243622248,0
268,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
92,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,1.4795492757003776,-0.9084453813633688,0.1942571724714529,0
399,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
235,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.4307712345817534,0.7159109398550215,2.172369390216752,1.2626716210644435,0
415,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.2568050933864685,0.7159109398550215,1.1454311330233782,0.9065334715334468,0
364,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.0,0.0,0.055131784641997,0.3080086243622248,0
144,19,2,108,0.1052631578947368,5.684210526315789,54.0,9.5,14,0,1,19,108,2,-1.0,-1.0,-1.0,-1.0,1
236,10,1,54,0.1,5.4,54.0,10.0,80,34725,6,10,54,1,-1.0,-1.0,-1.0,0.6530689342496789,1
237,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.1671315676162189,2.1243342977344235,3.00161377096125,-0.1918708556403951,0
26,45,4,216,0.0888888888888888,4.8,54.0,11.25,80,9169,6,45,216,4,-1.0,-1.0,-1.0,0.6530689342496789,1
143,19,2,108,0.1052631578947368,5.684210526315789,54.0,9.5,13,0,1,19,108,2,1.0,1.0,1.0,1.0,1
205,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,0.7159109398550215,1.1454311330233782,0.9065334715334468,0
291,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,2.138089935299395,1.466033332275663,3.693829571013808,2.310064682716687,0
324,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.0993944342883857,2.5068139801541314,0.2041241452319314,0.0,0
80,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.0366864419123526,-1.5750040676810473,-0.9084453813633688,0.5503953220024499,0
117,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-1.2106525831076371,0.7159109398550215,-0.9084453813633688,-0.8741572761215376,0
111,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2672612419124244,0.0,0.055131784641997,0.5940166326985765,0
42,29,2,128,0.0689655172413793,4.413793103448276,64.0,14.5,60068,80,6,29,128,2,1.0,1.0,1.0,0.8085615376424597,1
283,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,45782,80,6,11,74,1,0.0,1.466033332275663,0.9648062312349496,-0.836023408983182,0
153,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
6,63,7,448,0.1111111111111111,7.111111111111111,64.0,9.0,9850,80,6,63,448,7,1.0,1.0,1.0,0.8085615376424597,1
10,16,1,47,0.0625,2.9375,47.0,16.0,0,10,1,16,47,1,-1.0,-1.0,-1.0,-1.0,1
239,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.8017837257372732,0.0,0.055131784641997,-0.2640073923104785,0
118,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-1.6035674514745464,1.466033332275663,-0.8545426619509555,-0.836023408983182,0
248,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.0,0.0,-0.8545426619509555,0.8800246410349282,0
